date,TVL,total_borrowed,avg_loan_val,avg_interest_rate,avg_loan_duration,YLD_total_supply, YLD_minted_burned
2021-04-15,329934.68,185326.34625,,,,,
2021-04-15,339153.9,190518.49059999996,7832.008785647057,7.128571428571429,22.771428571428572,624000,0
